#Parameters = {BotGroundEdgeL=10; BotGroundReduction=10; BotGroundVIAn=4; SMAGndDist=6.64; SMAPinD=0.95; antBotSubstrateH1=1.575; antBotSubstrateH2=1.575; antBotSubstrateH3=1.575; antTopSubstrateH=0.254; c=299792458; coatingPadD=1; coaxL=2; coaxSPinD=0.8; coaxSSubstrateD=2.86; coaxXPinD=0.8; coaxXSubstrateD=2.86; copperH=0.035; edgeDistance=3.5; epsilion_r_feed=2.2; feedBotSubstrateH=0.254; feedTopSubstrateH=0.254; gndViaDist=2; lineW25=1; lineW45=0.35; lineW50=0.35; lineW80=0.1; microStripW=0.7; patchSeperation=11; quaterLambdaS=26.26500424389; quaterLambdaSExtra=1; quaterLambdaX=6.5447068809152; quaterLambdaXExtra=0.6; ratio=1.3; ratioTop=1.3; sFeedGndCutoutRadius=1.43; sFeedInputL=1; sFeedInputOffset=3.6666666666667; sFeedOffset=5.5; sFeedR=0.4; sFiltLineL=0; sFiltLineW=0.4; sFiltPadCutD=3; sFiltPadD=3; sPatchL=49.75; sPatchW=12; sSeperation=3; sShift180H=5; sShift180L=8.5; sShift90H1=3.3; sShift90H2=4; sShift90L1=37; sShift90L2=13.6; screwD=1.9; size=9.8; sizeTop=8.43; substrateSize=82; substrateSizeX=29; xABot=1.3; xCenter=8.65; xFeedGndCutoutRadius=1.43; xFeedInputOffset=4.8; xFeedOffset=5.5; xFeedR=0.4; xOffsetL=4.2391304347826; xOffsetLExtra=1; xOffsetW=2.2108695652174; xOffsetWExtra=1.75; xPatchCutoutR=0.4; xPatchCutoutW=0.05; xPatchL=11.078260869565; xPatchLTop=0.095295652173913; xPatchW=8.5217391304348; xPatchWTop=0.00073304347826087; xRatio=0.95; xShift180H=2; xShift180L=5; xShift90H=2; xShift90L=8.4}
#"Frequency / GHz"	"S2,1_1 [Magnitude in dB]"
#--------------------------------------------
7.1442499160767	-33.931319575819
7.1545000076294	-33.719074334495
7.1647500991821	-33.433425851602
7.1750001907349	-32.992045644501
7.1852498054504	-32.643641913183
7.1954998970032	-32.268956095844
7.2057499885559	-31.728439554614
7.2160000801086	-31.234569294167
7.2262501716614	-30.754670810205
7.2364997863770	-30.126419460871
7.2467498779297	-29.500058889218
7.2569999694824	-28.917976850217
7.2672500610352	-28.233676090702
7.2775001525879	-27.527447926692
7.2877497673035	-26.898742728281
7.2979998588562	-26.258354586231
7.3082499504089	-25.632120312755
7.3185000419617	-25.153321981983
7.3287501335144	-24.812778109160
7.3390002250671	-24.584034837608
7.3492498397827	-24.556808210903
7.3594999313354	-24.747128490075
7.3697500228882	-25.047603328878
7.3800001144409	-25.442874617158
7.3902502059937	-25.978137504003
7.4004998207092	-26.557049855358
7.4107499122620	-27.108019812874
7.4210000038147	-27.731301723156
7.4312500953674	-28.409648211085
7.4415001869202	-29.023105159463
7.4517498016357	-29.678057668164
7.4619998931885	-30.457003838453
7.4722499847412	-31.200711248588
7.4825000762939	-31.952044823485
7.4927501678467	-32.885522727224
7.5029997825623	-33.785594873442
7.5132498741150	-34.486668043975
7.5234999656677	-35.178818899920
7.5337500572205	-35.670575927228
7.5440001487732	-35.839353443998
7.5542497634888	-36.147409919001
7.5644998550415	-36.600883455588
7.5747499465942	-36.895901672377
7.5850000381470	-37.325394748622
7.5952501296997	-38.010076604094
7.6055002212524	-38.512657530691
7.6157498359680	-38.986735203393
7.6259999275208	-39.801216224593
7.6362500190735	-40.513683489075
7.6465001106262	-41.012702587310
7.6567502021790	-41.901718737864
7.6669998168945	-42.905716335882
7.6772499084473	-43.500377979289
7.6875000000000	-44.385241854185
7.6977500915527	-45.722727638853
7.7080001831055	-46.541370776507
7.7182497978210	-47.194198806646
7.7284998893738	-48.522670262498
7.7387499809265	-49.548835115905
7.7490000724792	-49.494251755096
7.7592501640320	-49.664211517401
7.7694997787476	-50.157160468720
7.7797498703003	-49.553863247798
7.7899999618530	-48.488600473802
7.8002500534058	-48.204841920011
7.8105001449585	-47.828560009199
7.8207502365112	-46.720781738186
7.8309998512268	-46.130950946158
7.8412499427795	-46.027516316681
7.8515000343323	-45.347130506439
7.8617501258850	-44.738378451786
7.8720002174377	-44.796531482888
7.8822498321533	-44.593279248411
7.8924999237061	-44.110452086610
7.9027500152588	-44.254121851905
7.9130001068115	-44.469991495411
7.9232501983643	-44.193683503577
7.9334998130798	-44.377237505780
7.9437499046326	-44.945395930149
7.9539999961853	-44.951743703893
7.9642500877380	-45.180468805294
7.9745001792908	-46.080974918751
7.9847497940063	-46.448007117978
7.9949998855591	-46.702394685802
8.0052499771118	-47.770544619953
8.0155000686646	-48.075037583672
8.0257501602173	-47.676843953126
8.0360002517700	-47.951772889426
8.0462503433228	-47.547284537024
8.0565004348755	-46.752376665796
8.0667495727539	-46.991719454915
8.0769996643066	-47.220315635392
8.0872497558594	-46.934417132964
8.0974998474121	-47.567422547939
8.1077499389648	-48.471361120356
8.1180000305176	-48.477194416120
8.1282501220703	-49.323890699200
8.1385002136230	-50.677093055284
8.1487503051758	-50.564540239907
8.1590003967285	-51.224550524635
8.1692495346069	-51.568780232039
8.1794996261597	-49.581118107077
8.1897497177124	-48.204838882507
8.1999998092651	-46.083705182475
8.2102499008179	-43.338682618909
8.2204999923706	-41.264773058607
8.2307500839233	-39.144666207706
8.2410001754761	-36.852174234267
8.2512502670288	-34.931984631810
8.2615003585815	-33.225329549039
8.2717504501343	-31.563927231330
8.2819995880127	-30.231080477713
8.2922496795654	-29.351789194126
8.3024997711182	-28.780648556526
8.3127498626709	-28.486945039655
8.3229999542236	-28.544347719545
8.3332500457764	-28.814571102482
8.3435001373291	-29.090429210585
8.3537502288818	-29.444751397897
8.3640003204346	-29.925088748046
8.3742504119873	-30.322221195847
8.3844995498657	-30.655705457536
8.3947496414185	-31.112738821079
8.4049997329712	-31.524739462208
8.4152498245239	-31.794103924331
8.4254999160767	-32.177531488924
8.4357500076294	-32.599369864774
8.4460000991821	-32.838198884063
8.4562501907349	-33.147981796165
8.4665002822876	-33.587241165667
8.4767503738403	-33.842540185485
8.4870004653931	-34.091187935307
8.4972496032715	-34.542486952221
8.5074996948242	-34.849692743142
8.5177497863770	-35.049149105081
8.5279998779297	-35.488570211497
8.5382499694824	-35.862360634437
8.5485000610352	-36.023577259302
8.5587501525879	-36.415922752608
8.5690002441406	-36.852209250732
8.5792503356934	-36.991969028932
8.5895004272461	-37.304464954768
8.5997495651245	-37.788168745772
8.6099996566772	-37.937557263074
8.6202497482300	-38.155576674540
8.6304998397827	-38.672200523537
8.6407499313354	-38.883737223701
8.6510000228882	-39.022121022501
8.6612501144409	-39.562796654041
8.6715002059937	-39.905186862561
8.6817502975464	-40.008665195549
8.6920003890991	-40.568563250483
8.7022495269775	-41.115075498586
8.7124996185303	-41.253543322860
8.7227497100830	-41.826796832354
8.7329998016357	-42.642847144594
8.7432498931885	-42.908560461992
8.7534999847412	-43.485916675362
8.7637500762939	-44.624939680973
8.7740001678467	-45.136807336385
8.7842502593994	-45.701488725027
8.7945003509521	-47.203160123952
8.8047504425049	-48.103890335070
8.8149995803833	-48.601387956725
8.8252496719360	-50.485401015432
8.8354997634888	-51.913702527359
8.8457498550415	-52.173502400500
8.8559999465942	-54.478958950233
8.8662500381470	-56.526914526636
8.8765001296997	-56.175453508613
8.8867502212524	-59.207531118384
8.8970003128052	-61.161685705735
8.9072504043579	-59.423236899058
8.9174995422363	-62.701517795962
8.9277496337891	-59.716649383905
8.9379997253418	-57.185918491649
8.9482498168945	-57.469378950223
8.9584999084473	-54.239673559190
8.9687500000000	-52.216192644360
8.9790000915527	-51.880257173999
8.9892501831055	-49.948145248101
8.9995002746582	-48.282859064598
9.0097503662109	-47.923117494677
9.0200004577637	-46.842555870433
9.0302495956421	-45.468103900107
9.0404996871948	-45.103547026936
9.0507497787476	-44.576738973091
9.0609998703003	-43.486356994086
9.0712499618530	-43.078891712840
9.0815000534058	-42.893864108302
9.0917501449585	-42.099020026474
9.1020002365112	-41.629919581871
9.1122503280640	-41.627125641690
9.1225004196167	-41.163300381608
9.1327495574951	-40.687127123296
9.1429996490479	-40.800152369039
9.1532497406006	-40.791895864699
9.1634998321533	-40.541889439366
9.1737499237061	-40.897934430841
9.1840000152588	-41.649901513901
9.1942501068115	-42.114033445791
9.2045001983643	-42.999667687191
9.2147502899170	-44.870332500206
9.2250003814697	-46.648958130949
9.2352504730225	-48.258166329727
9.2454996109009	-51.761535969322
9.2557497024536	-56.447099748215
9.2659997940063	-58.481478638756
9.2762498855591	-63.336742096363
9.2864999771118	-57.022544529559
9.2967500686646	-53.777198627412
9.3070001602173	-52.996761961369
9.3172502517700	-50.518249888128
9.3275003433228	-48.794023382166
9.3377504348755	-48.613597549877
9.3479995727539	-47.681956023148
9.3582496643066	-46.335829326058
9.3684997558594	-46.129462953450
9.3787498474121	-45.938097467991
9.3889999389648	-44.888256038727
9.3992500305176	-44.405703762723
9.4095001220703	-44.496380031623
9.4197502136230	-43.895564048870
9.4300003051758	-43.137679961973
9.4402503967285	-43.080915675055
9.4504995346069	-42.966265839090
9.4607496261597	-42.241483952640
9.4709997177124	-41.839181169406
9.4812498092651	-41.941954297679
9.4914999008179	-41.654819719692
9.5017499923706	-41.109849294927
9.5120000839233	-41.134913322712
9.5222501754761	-41.314785728561
9.5325002670288	-40.956765867666
9.5427503585815	-40.812459601920
9.5530004501343	-41.202165325007
9.5632495880127	-41.199160517002
9.5734996795654	-40.951956777415
9.5837497711182	-41.333535937016
9.5939998626709	-41.699044197590
9.6042499542236	-41.497528228405
9.6145000457764	-41.789364698648
9.6247501373291	-42.488382410101
9.6350002288818	-42.517085857401
9.6452503204346	-42.746720122193
9.6555004119873	-43.770089844744
9.6657495498657	-44.232137199480
9.6759996414185	-44.487098637763
9.6862497329712	-45.879501998393
9.6964998245239	-46.915594534871
9.7067499160767	-47.129013254314
9.7170000076294	-48.713673870693
9.7272500991821	-49.401783759332
9.7375001907349	-48.289608750601
9.7477502822876	-48.282480131535
9.7580003738403	-46.816561441421
9.7682504653931	-44.730584648991
9.7784996032715	-43.806134449926
9.7887496948242	-42.471040790070
9.7989997863770	-40.826861091739
9.8092498779297	-39.990158323365
9.8194999694824	-39.196437686810
9.8297500610352	-38.038581962710
9.8400001525879	-37.356838893886
9.8502502441406	-36.954426155660
9.8605003356934	-36.221908984335
9.8707504272461	-35.680773737816
9.8809995651245	-35.532340738521
9.8912496566772	-35.174957115227
9.9014997482300	-34.774334404731
9.9117498397827	-34.777726575836
9.9219999313354	-34.740008685436
9.9322500228882	-34.489586251195
9.9425001144409	-34.566654916679
9.9527502059937	-34.778133259265
9.9630002975464	-34.687795695659
9.9732503890991	-34.778974263831
9.9834995269775	-35.154254894273
9.9937496185303	-35.226913223428
10.003999710083	-35.293022700716
10.014249801636	-35.743700839564
10.024499893188	-35.974792699357
10.034749984741	-36.000712104202
10.045000076294	-36.449203705335
10.055250167847	-36.832417810010
10.065500259399	-36.834576984530
10.075750350952	-37.225766318703
10.086000442505	-37.749577929892
10.096249580383	-37.765318339539
10.106499671936	-38.062512028202
10.116749763489	-38.699574237494
10.126999855042	-38.764850983004
10.137249946594	-38.934611754525
10.147500038147	-39.626750596288
10.157750129700	-39.751614802537
10.168000221252	-39.754832053518
10.178250312805	-40.413099269054
10.188500404358	-40.571938826918
10.198749542236	-40.368102669440
10.208999633789	-40.885384637844
10.219249725342	-41.021972839897
10.229499816895	-40.584988564633
10.239749908447	-40.860907378196
10.250000000000	-40.917293887213
